职位名称,详细链接,工作地点,薪资,公司名称,经验要求,学历,福利,职位信息
Python后端高级工程师,https://www.lagou.com/jobs/6148167.html,徐汇区,25k-40k,天思（上海）国际贸易有限公司,3-5年,本科,国际化团队，免费英语健身,"职位诱惑:国际化团队,免费英语课,免费健身,Macbook pro最新款职位职责： 1. 设计和开发跨国电商贸易系统；2. 负责数据爬取, 清洗、数据结构化等工作；3. 公司内部提升工作效率的工具开发和维护。职位要求： 1. 编程基础扎实, 良好的计算机理论基础；2. 4年以上服务端开发经验，精通Python开发, 熟悉Django REST framework；3. 具有出色的抽象设计能力, 思路清晰, 善于思考, 能独立分析和解决问题；4. 对技术充满热情, 自我驱动, 不甘平庸；5. 熟悉Linux下Web开发, 熟练使用常用服务端开源组件 ；6. 熟悉MySQL, Postgresql等关系型数据库, Redis, MongoDB等非关系型数据库的使用和基本调优方法。加分项:1. 熟悉全栈技术, 包括Web前端, iOS/Android等；2. 精通爬虫技术；3. 有运维开发经验；4. 熟悉Numpy, Pandas等数据分析, 可视化技术等。"
Python 后台开发工程师,https://www.lagou.com/jobs/6267237.html,徐汇区,11k-20k,上海媒智科技有限公司,1-3年,本科,年底双薪 股票期权 带薪年假 周末双休,工作职责：1、负责公司产品后台开发工作，主要编程语言是 Python、C++ 和 Go；2、参与架构设计，与平台工程师合作优化新旧服务的性能和稳定性。 任职资格：1、扎实的计算机基础知识，了解常用数据结构和算法；2、对多线程、多进程、系统 IO 等优化有相关经验；3、熟悉分布式系统、能处理分布式同步异步问题；4、熟悉 MySQL、Redis、RabbitMQ、Kafka、Elasticsearch 等后端组件的使用，了解基本的设计、优化原则；5、熟悉 Linux 的使用和管理，了解操作系统相关知识；6、熟悉 Git、Jenkins 等持续集成和部署工具，熟悉单元测试；7、热衷性能分析与调优，积极使用新技术提升工作效率；8、良好的团队合作精神与责任感，较好的沟通能力。 加分项：1、开源社区贡献者；2、具备前端开发能力，了解 React、Vue.js 等前端框架；3、具备数据处理和分析能力，了解 pandas、Spark 等使用。
Python中级开发工程师,https://www.lagou.com/jobs/4874171.html,闵行区,12k-18k,上海易路软件有限公司,1-3年,本科,五险一金，加班费，C轮创业，期权激励,岗位职责:1、遵守研发规范、参与产品功能开发；2、根据产品需求，完成基于业务系统或模块的设计和开发；3、与各部门团队成员协同配合，完成迭代开发任务，确保产品的顺利上线。岗位要求:1、熟悉Python语言，有良好的编码风格；2、熟悉后端开发，了解操作系统原理、Linux系统基本操作；3、有良好的沟通、理解能力，有积极的学习态度，愿意主动学习技术知识；5、计算机类相关专业优先。
python后端开发工程师,https://www.lagou.com/jobs/6388737.html,浦东新区,15k-25k,上海昌投网络科技有限公司,3-5年,本科,五险一金 年终奖 周末双休 朝九晚六,"如果你选择加入我们，你将拥有的是：五险一金年终奖自然不用说了嘛每年多次周边团建；不定期吃吃喝喝呦；多种社团活动日哦；更多第一时间理财资讯和分享；一群可爱又逗比的同事与老板；快速提升自我能力与大施拳脚的机会；更多的赚钱方法；还有怼天怼地怼老板哈。岗位职责： 1、负责按照选定的技术路线，用Python编程实现系统服务器端的业务流程；2、负责数据收集机器人的开发工作，大数据相关自动化平台开发；3、根据项目任务计划按时完成软件编码和单元测试工作。任职要求： 1、全日制本科以上，计算机相关专业，扎实的计算机基础知识，2年以上开发经验； 2、精通Python语言，熟悉Linux编程开发环境，有较强的编程能力；有java、.net经验者优先考虑；3、熟练使用一种WEB框架，例如webpy/tornado/django/flask,熟悉常用web开发组件或框架；4、熟悉HTTP、Ajax等相关网络协议和主流前后端通信规范；5、理解常用设计模式，具有服务器端系统开发调试和性能调优经验；6、逻辑思维优秀，有良好的沟通能力和语言表达能力。"
高级Python后端研发工程师,https://www.lagou.com/jobs/2688021.html,浦东新区,10k-15k,上海斗象信息科技有限公司,1-3年,本科,互联网公司，弹性上班，带薪年假，期权激励,"岗位职责：1. 负责斗象科技企业级安全产品相关平台及后端引擎设计与研发工作；2. 对现有系统的不足进行分析，找到系统瓶颈，持续改进系统架构，提高系统性能。任职要求：1. 计算机相关专业，本科以及以上学历 ，1年以上工作经验，对技术研发有极大的热情；2. 熟悉Linux及计算机网络，熟悉Python或Java等至少一种后端开发语言，有后端产品研发经验；3. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；4. 有较强的逻辑思维能力，对技术有强烈的兴趣，具有良好的学习能力；5. 有良好的沟通能力和代码编写规范习惯；6. 具有良好的团队合作能力。加分项：有Spark，Hadoop相关开发经验的优先考虑。来点儿福利：双休、三餐补助、五险一金、年终奖、健康体检、带薪年假、福利病假、员工活动经费、半年一次国内旅游、员工生日会、季度优秀员工奖、过年过节礼品、日常工作中提供零食、咖啡、冷饮免费供应等相关福利。
 具有竞争力的薪水；           
  GeekPlace、硅谷范儿又不失小清新的工作环境；
 让你出其不意又精彩纷呈的节假日活动；
 优秀员工期权激励计划等。
当然，以上都不重要！重要的是，斗象科技给你带来的成长：
 朝阳行业，学习更多最新前沿知识，结识更多顶级人物和事物；
 了解国内安全动态及其背后的故事，让你拥有更敏锐的趋势判断，前提如果你够努力；
 兼具面向企业与面向用户的业务，职场成长经验多倍加成！"
Python高级开发工程师,https://www.lagou.com/jobs/1044917.html,闵行区,18k-28k,上海易路软件有限公司,3-5年,本科,五险一金，加班费，C轮创业，期权激励,岗位职责:1、完成SaaS产品功能技术方案设计与开发；2、遵守研发规范，注重功能完整性和代码运行效率；3、与各部门团队成员协同配合，完成迭代开发任务，确保产品顺利上线； 岗位要求:1、掌握Python语言，有良好的编码风格；2、熟悉面向对象编程方法，熟悉SQL基本应用，了解操作系统原理和Linux基本操作；3、 有良好的沟通、理解能力，有积极的学习态度，愿意主动学习技术知识。4、计算机相关专业，或管理软件开发经验者优先。
高级python后端开发工程师,https://www.lagou.com/jobs/6316569.html,徐汇区,25k-35k,上海众言网络科技有限公司,5-10年,本科,发展空间领导nice 能力提升主人翁角色,岗位职责：1、负责问卷网平台服务端设计和代码实现 ； 2、优化现有产品的功能和体验细节 ； 3、对现有平台进行性能优化 ； 4、积极调研新技术，随时准备用于产品 ； 岗位要求： 1、全日制统招本科及以上学历，计算机、软件工程、信息管理、计算机应用相关专业 ； 2、5年及以上Web服务器端开发经验，有Python经验佳，Java亦可； 3、有丰富的数据库建模经验，有丰富的性能优化经验 ； 4、有扎实的技术功底，做到知其然并知其所以然，能读懂python主流框架源码 ； 5、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题； 6、具有较深的技术架构思维，确保设计的技术方案、开发的代码有较高性能、质量保障、扩展性，前瞻性 。
Python数据处理工程师,https://www.lagou.com/jobs/6302180.html,浦东新区,20k-40k,上海海知智能科技有限公司,3-5年,本科,人工智能 知识图谱,"工作职责： 1、参与大数据处理系统的数据存储、计算、分析模块的开发与编码工作。 2、参与基于大数据平台的应用的开发，承担部分模块的设计、编码、性能调优。 3、参与公司数据产品的开发与维护。  任职要求： 1、计算机相关专业本科以上学历 2、熟练掌握Python 3、 熟练掌握SQL，至少熟悉一种常用数据库，包括但不限于Mysql、Oracle、MongoDB等。 4、有耐心、进取心，对技术热诚，工作有责任感，有团队协作意识。 5、有志于在数据处理与数据分析方向发展  加分项： 了解数据治理、数据质量管理，有实践经验者更佳 了解常用机器学习、深度学习模型，有文本分类、NLP处理经验者优先 有图数据库或知识图谱应用开发经验者优先 了解Hadoop生态圈技术体系，对离线计算、流式计算有深入理解和数据应用开发经验。 了解Hadoop、Spark、Hive、Impala、Hbase、Elasticsearch、Kafka等常见大数据组件的使用。 了解docker ,k8s。"
python（高级）后端开发-上海,https://www.lagou.com/jobs/6389531.html,徐汇区,15k-25k,上海众言网络科技有限公司,3-5年,本科,中大型客户群体 大客户代表 晋升空间大,岗位职责： 1、负责产品服务器端设计和代码实现 ；2、优化现有产品的功能和体验细节 ；3、积极调研新技术，随时准备用于产品 ；任职要求： 1、具有良好团队合作精神，有高度的责任心，能在开发过程中把控代码质量 ；2、3年以上Web服务器端开发经验， 2年以上python服务端开发经验，有做过saas平台，大并发经验优先 ；3、有丰富的数据库建模经验，有MySQL、MongoDB、Redis使用经验者优先 ；4、了解各种常见算法并能灵活运用 ；5、了解 linux系统（CentOS）常规操作 ；6、有系统优化或重构经验优先 ；7、对行业新技术有浓厚的兴趣，并积极合理的将其引入项目； 8、有自己的开源项目、或者对开源项目有贡献者优先 ；9、有微服务架构设计与开发经验优先 ；
Python后端开发工程师,https://www.lagou.com/jobs/5078846.html,虹口区,15k-25k,上海炫体信息科技有限公司,3-5年,本科,"年轻人,各种补助",1. 3年以上工作经验，本科及以上学历；2. 熟练使用 Linux/Unix ，熟悉常用命令和简单的shell脚本；3. 熟悉Python语言并有实际项目开发经验；4. 熟悉常见web框架（如tornado/flask）并了解其优缺点，熟悉常用的celery/sqlalchemy等工具；5. 熟悉多种数据库(如MySQL/Cassandra/Redis/MongoDB等)；6. 具备良好的识别和设计通用框架和模块的能力；7. 精通分布式、多线程、异步及高性能设计，会性能调优；8. 有很强的分析问题和解决问题的能力，强烈的责任感。
腾讯云专项工程师/java/php/python,https://www.lagou.com/jobs/6336428.html,宝山区,15k-20k,上海安畅网络科技股份有限公司,1-3年,不限,java php python SDK,"1.负责解决客户使用存储产品的技术调试工作，确保客户服务可正常执行。2.负责收集整理客户问题并产出结论，并沉淀到内部知识库。3.定期统计工单数据和问题点归类，反馈给相关部门进行产品改进。任职资格：1.至少可以使用2种开发语言调试SDK接口，并得到正确的返回结果。（java,c#,php,python,go,ios,android）2.可以使用FTP工具实现FTP服务端搭建，并可通过配置FTP客户端实现文件的上传和下载。3.可以正确的理解referer防盗链功能，并且可以使用curl命令来调试防盗链功能的执行结果。4.可以正确的理解CORS功能，并可以使用curl命令来调试跨域功能，并可以调试且得到执行结果。5.可以正确进行CDN-COS的搭建，并理解其中原理。6.对域名备案的理解，包括大陆范围、海外范围的逻辑。7.对COS抓包排查问题的能力，可使用至少一种抓包工具，来实现问题点抓包，并根据抓包结果分析结论。8.linux系统的基本操作命令。9.能适应三班倒，作息周期做五休二，有夜班补贴。"
python运维,https://www.lagou.com/jobs/6421554.html,黄浦区,15k-30k,成都泽邦创思网络科技有限公司,不限,大专,节日福利，年底十三薪，员工旅行，加班补助,"1、全日制大学专科科及以上学历，计算机相关专业2、精通面向对象程序设计，熟悉常用算法，至少精通Java/Python/C/C++之中的一门语言；3、有大规模分布式系统设计、架构经验；4、对云计算、虚拟化有深入理解与实践，对Openstack/CloudStack/EC2/cloudfoundary等云平台其中之一有实际经验；5、深入理解操作系统，熟悉Windows/Linux；6、熟悉开发流程，良好的团队协作，代码规范，有Scrum经验者优先；7、富有激情和创造力, 学习能力强；8、有IAAS开发经验者优先考虑，有以下任一实际能力优先考虑：9、熟悉常用运维自动化工具如ansible,jenkins等10、熟悉MySQL、mongodb、redis等数据库的原理架构，性能调优、数据迁移及高可用方案；11、了解云平台镜像制作及优化。"
Sr Python Engineer,https://www.lagou.com/jobs/6124622.html,长宁区,20k-40k,励德爱思唯尔信息技术（北京）有限公司,5-10年,本科,15-20天年假，生日，圣诞假，节日福利,"JOB RESPONSIBILITIES • Join a team of driven software engineers to design, prototype, implement, deploy, and maintain features for our NLP or search related projects. • Conduct experiments on large datasets to evaluate the feasibility, results, and performance of NLP technology• Make sound engineering decisions and improve software development practices with an eye for performance and reliabilityTECHNICAL SKILL REQUIREMENTS • Strong Python programing skills. • Hands on Python Frame, like Flask/Django/Celery; Database: NoSQL & SQL. • Hands on Python experience on data analysis & visualization is a big plus. • Experience building software that deals with unstructured text data. • Ability to write code that is efficient and clean. • Ability to work closely with teammates in a highly collaborative environment, as well as providing strong individual contributions. • Able to read English documents.QUALIFICATIONS • At least 3 years work experience. • BS degree or equivalent practical experience in a quantitative field, preferably computer science, information technology. • Experience with Linux is a plus. • Working knowledge of Java or C#. • Experience with distributed computing technology like Hadoop, Hive, Pig or Spark.• Experience with Solr, Elastic Search or any other search engine."
Python后端高级开发工程师,https://www.lagou.com/jobs/6066986.html,虹口区,15k-25k,上海纳纳科技有限公司,3-5年,本科,交通餐饮住房补助 年度旅游 扁平管理,职位描述：1、3年以上工作经验，本科及以上学历；2、熟练使用 Linux/Unix ，熟悉常用命令和简单的shell脚本；3、熟悉Python语言并有丰富的实际项目开发经验；4、熟悉常见web框架（如tornado/flask）并了解其优缺点，熟悉常用的celery/sqlalchemy等工具；5、熟悉多种数据库(如MySQL/Cassandra/Redis/MongoDB等)；6、具备优秀的识别和设计通用框架和模块的能力；7、精通分布式、多线程、异步及高性能设计，会性能调优；8、很强的分析问题和解决问题的能力，强烈的责任感。
python开发工程师,https://www.lagou.com/jobs/6315568.html,浦东新区,10k-20k,上海宽睿信息科技有限责任公司,3-5年,本科,发展空间大,1、良好的自动化意识，构建完整产品自动化流程；2、独立搭建测试环境，根据实际情况对产品实施自动化测试，提交测试报告，完成对产品的功能与性能验证；3、准确地定位并跟踪问题，推动问题及时合理地解决；4、根据测试结果，协助用户撰写软件的评估报告。任职要求：1、统招本科以上学历，2年以上软件测开发试经验，扎实的计算机基础知识；2、思路清晰，对系统开发和测试过程及职责有深刻理解。 具有良好的学习能力，有提高自己技术高度的意愿；2、具有Python开发经验，熟悉软件测试流程、测试理论知识和测试用例设计技术；3、熟悉Linux操作系统，掌据常用命令和工具的使用和操作；4、熟练掌据至少一门数据库，如MySql、ORACLE、SQL Server，熟悉SQL语法；5、熟练掌握ansible jenkins等工具；7、具有良好的沟通能力，有系统化的问题分析能力和解决问题能力；8、有期货、证券等金融相关工作经历者优先;9 、良好的团队合作精神，良好的文档撰写和沟通协作能力，工作细致认真，有耐心，肯吃苦耐劳。
Python自动化脚本开发,https://www.lagou.com/jobs/6444816.html,浦东新区,8k-12k,驰勤信息科技（上海）有限责任公司,1-3年,本科,带薪年假 满年调薪 交通便利,职位要求：1、计算机、电子工程及相关专业本科及以上学历，2、python自动化脚本项目工作经验，熟练使用Ansible、Shell脚本亦可3、熟悉VMWare虚拟化和云平台、在x86服务器上做过开发优先4、熟悉开源和云技术优先5、良好的英语读写能力
python爬虫开发工程,https://www.lagou.com/jobs/6486196.html,宝山区,12k-18k,上海能良电子科技有限公司,3-5年,本科,leader nice 奖金,职位信息1、 负责互联网站、网页、链接的特征挖掘；负责设计和开发分布式的网络爬虫应用，包括调度、抓取、入库等内容，进行互联网相关信息的抓取和分析。3、 实现大规模文本、图像、数据的抓取、抽取，去重、分类，垃圾过滤，质量识别、解析入库等工作 。4、 提供分布式爬虫和数据采集系统的技术实现方案；5、 分析静态网页结构，解析网页数据，对数据进行过滤，去重，结构化处理； 任职要求：1. 扎实的Python基础，熟悉多线程编程环境，熟悉常见开源框架；熟悉JAVA/GO等其他一门编程语言优先；了解主流react等前端框架优先；2. 熟悉抓取原理及技术，熟悉Scrapy、Pyspider、nutch等主流爬虫框架使用，有获取电商数据经验。3. 能够解决反爬虫、网络异常等各种常见爬虫问题4. 熟练使用Mysql 、mongodb、 Redis等数据库；了解Storm/Spark等大数据相关技术。5. 具有构建分布式爬虫系统的经验，具有海量高并发网页爬取项目经验优先;6. 具备较好的数据分析能力和解决问题的能力、具有机器学习、数据挖掘等经验者优先7. 有过1年以上3-5人团队管理经验优先；
Python数据挖掘讲师,https://www.lagou.com/jobs/6083166.html,浦东新区,25k-40k,江苏传智播客教育科技股份有限公司上海分公司,3-5年,本科,年终奖、五险一金、年度旅游、带薪年假,岗位职责：1、 负责基于Python数据分析的研究工作2、 负责基于Python数据分析的授课教学工作；3、负责基于Python数据分析的课程案例制作和教学文档编写；任职资格：1、本科以上学历，具有3年以上数据分析经验，有过海量数据分析经验；2、熟悉运用SQL、EXCEL、R/Python等工具进行数据处理和分析；3、熟悉分类、回归、聚类等数据统计模型，具有一定的建模经验；4、熟练掌握NumPy和SciPy科学计算工具的使用；5、熟练掌握Pandas数据分析工具的使用；6、熟练掌握Matplotlib和Seaborn等数据可视化工具，掌握Bokeh交互式数据可视化者优先；7、熟悉数据挖掘的基本原理，熟练操作SAS、SPSS clementine等数据分析/挖掘工具的优先；8、熟悉大数据平台操作，熟悉Hadoop/Spark优先；9、具备良好的沟通能力和表达能力，有独立开展业务调研、数据分析、报告编写的经验；10、热爱数据分析工作，善思考、逻辑思维能力强，善于用简单语言表述复杂结论；
资深 Python 后端开发工程师,https://www.lagou.com/jobs/5385826.html,普陀区,20k-40k,力扣信息科技（上海）有限公司,5-10年,本科,"绩效奖励,工作环境优,扁平式管理",工作内容：- 使用 Python3 + Django + GraphQL + Celery 开发维护主站- 使用合适的技术栈编写服务逻辑，提升性能和稳定性- 带领后端业务团队产出高质量代码- 开发和完善多维度的后端监控设施- 带领后端业务团队产出高质量代码- 开发和完善多维度的后端监控设施基本要求：- 精通一种或多种后端开发语言- 精通至少一种后端 Web 框架- 主导过参与人数 3 人以上的项目- 对 MySQL / Redis / 异步队列有丰富的使用经验- 强大的学习能力，能快速学习掌握新的后端技术- 优秀的沟通能力，善于和其他后端同事分享、讨论并落地优秀的技术架构加分项：- 精通 Python3 / Django / Celery / GraphQL- 精通后端接口性能优化和复杂问题排查- 熟练使用 Go / Rust- 有规模化微服务开发维护经验- 了解 Judger 原理- 丰富的高并发经验- 扎实的系统编程经验
python研发工程师（高级）,https://www.lagou.com/jobs/6453488.html,静安区,15k-30k,上海岸登信息科技有限公司,5-10年,大专,领导好！发展空间大！管理规范！,python研发工程师（高级）岗位要求：1、计算机相关专业，专科及以上学历；2、三年及以上使用Python语言开发中大型Web项目的经验；3、精通Django中的一种Web开发框架；4、熟练掌握MySQL、Redis数据库，并对数据库优化有一定了解；5、熟悉基本的系统架构模式，具备一定的模块架构能力；6、熟悉掌握Vue、Mysql；7、操作系统：Linux 、Windows ；8、有良好的单元测试习惯，掌握unittest和mock的使用方法；9、良好的沟通和理解能力，团队合作精神，具备一定的抗压能力。 岗位职责：1、编写和迭代产品的核心框架；2、主导新项目的后台开发，与前端开发合作，完成前后台数据交互；3、参与各个项目的后期维护工作，解决相关bug，部分需求的处理；4、参与对接第三方系统，进行相关接口的修改开发；
python开发工程师,https://www.lagou.com/jobs/4484366.html,浦东新区,15k-25k,我查查信息技术（上海）有限公司,3-5年,本科,"亿级APP,年底多薪,环境氛围好","岗位职责1、参与系统的需求调研和需求分析；2、搭建系统开发环境，完成系统框架及核心代码；3、系统开发测试、部署和集成；工作要求1.本科及以上学历，计算机相关专业毕业；2.精通python语言及标准库，熟悉一定开源库, 有面试对象思维3.具有3年以上django-rest-framework(drf)开发经验、具有RESTful web api设计经验4.熟悉类 *NIX 系统，熟悉Web和数据库开发技术5.有中大型企业级web项目者优先6.有CI/CD、docker经验者优先"
Python爬虫工程师,https://www.lagou.com/jobs/6188622.html,闸北区,10k-20k,易居企业（中国）集团有限公司,3-5年,本科,五险一金 技能培训 岗位晋升,任职要求： 1、本科及以上学历，3年及以上相关工作经验；2、掌握网络爬虫开发原理，熟悉互联网各种类型数据交互模式；3、熟练掌握HTML，JS，及熟悉JS反扒破解；4、熟练掌握Python3，Scrapy，Selenium等;5、熟练掌握正则表达式、XPath等信息抽取技术。6、熟练掌握MySQL或Mongodb中一种，熟练使用Git；7、具备优秀的逻辑思维能力，善于分析问题，解决问题；8、具备良好的沟通能力和团队协作能力。职位描述：1、负责业务所涉及数据的爬取，清洗，结构化，入库。2、负责持续运营和更新爬虫以及数据。3、负责爬虫的性能优化，如：处理性能，爬取策略，占用带宽，反爬虫机制等方面。
高级python后端开发工程师,https://www.lagou.com/jobs/5664495.html,杨浦区,18k-25k,亿可能源科技（上海）有限公司,3-5年,本科,发展空间大 优秀团队,工作职责：1、 负责平台产品及项目的后台研发工作，配合产品经理和设计师，参与产品的开发和业务实现； 2、对系统架构进行改造和优化，解决重要技术问题。  3、 根据产品需求，与前端工程师合作研讨技术实现方案，并落实为具体的开发工作； 4、 负责研究并实践前沿技术持续 职位要求：  1、 5年以上的工作经验，3年以上Python开发经验 2、 熟练掌握Django，Sqlalchemy，Celery等主流框架，深入理解框架实现原理及特性；熟练使用python的常用库； 3、 熟悉Python的高级特性，深入理解各种设计模式和应用场景； 4、 熟练掌握MySQL数据库，具备MySQL索引优化、查询优化的能力； 5、 熟悉分布式系统，熟练掌握一种以上服务框架和消息中间件，了解其实现原理； 6、 熟悉并掌握其他一门或多门语言（Java、Go）者优先； 7、 热爱技术，工作认真、严谨，对系统质量有近乎苛刻的要求意识，善于沟通与团队协作。
后端开发工程师 (Django）,https://www.lagou.com/jobs/4827414.html,普陀区,14k-20k,力扣信息科技（上海）有限公司,1-3年,本科,"绩效奖励,工作环境优,扁平式管理","工作内容：
 力扣站点的开发与维护
 使用 Python3 + Django + GraphQL + Celery 开发维护主站
 优化慢接口和慢数据库查询
 建立多维度的后端监控系统
 推进主站 Web 后端架构演进和新技术落地
 推进后端 Judger 开发
基本要求：
 有良好的计算机专业知识和扎实的编程功底
 熟练使用 Python / Nodejs / Go / Java 等一种或多种后端开发语言
 熟悉至少一种关系型数据库并知晓常见的数据库优化方法
 熟悉至少一种 Web 后端开发框架
加分项：
 了解微服务相关原理和技术
 了解并使用过 k8s，Prometheus，Grafana
 了解 Judger 原理
 丰富的系统编程经验
 高并发经验"
Python,https://www.lagou.com/jobs/2031468.html,浦东新区,20k-40k,上海微仓网络科技有限公司,5-10年,本科,福利待遇 发展前景,Python主程序员使用过两门以上编程语言至少精通一门编程语言2年以上Python经验或5年以上开发经验靠谱的创业团队，待遇开放畅谈！是人才就一定会在这里闪耀！
python开发工程师,https://www.lagou.com/jobs/6423456.html,闵行区,10k-15k,上海彼脉网络信息科技有限公司,3-5年,不限,"团队合作气氛好,市场前景好.",1、负责AI系统前后台开发2、负责基于主流人工智能和深度学习架构的模型设计与调优3、负责基于Linux和Python架构的上位机软件设计及实现；4、负责轨道交通中所使用的通信协议维护和开发5、负责软件模块的单元测试并确保代码质量；6、参与架构设计的方案讨论，参与软件需求的讨论。岗位要求：1、计算机、电子、通讯、自动化、软件工程等相关专业毕业；2，熟练掌握至少一门Python Web开发框架（Tornado、Django、Flask）3，熟悉一门数据库（MySQL、Redis、NOSQL）。4，熟练掌握PyQt，熟悉各类常用工具的Python库；5、熟悉神经网络算法和模型，熟悉TensorFlow，Keras ，YOLO等模型结构者优先。7、熟悉Qt，有QT完整项目开发经验者是加分项。8、较强的分析和解决问题的能力，团队协作能力，做事积极主动、负责，良好的时间观念;
Python开发工程师,https://www.lagou.com/jobs/6420221.html,普陀区,15k-30k,上海喜宝供应链管理有限公司,3-5年,大专,平台大 发展好,"1.负责Odoo开源ERP的开发工作； 2.负责现有产品（基于Odoo开发）的维护工作； 3.配合项目经理提供技术解决方案； 4.有良好的的团队合作意识,能够承担重要任务，学习能力强，有较好的沟通能力，能迅速融入团队。 任职资格： 1.具有2年以上工作经验，计算机、信息技术等相关专业优先考虑； 2.具备丰富的逻辑编码经验，精通Python编程，掌握Python的高效写法； 3.熟悉Odoo/Django，能的对Odoo (OpenERP)进行二次开发的优先；4.具备大规模高并发访问的服务集群架构设计和开发经验者优先； 5.具备团队合作精神、责任心，具备良好的表达和沟通能力，具备较强的自学能力和技术攻关能力；"
Python技术支持工程师（上海）,https://www.lagou.com/jobs/6173986.html,黄浦区,8k-15k,北京推想科技有限公司,1-3年,大专,弹性工作时间，人工智能领域黑马，AI医疗,"岗位职责:1. 远程对现场的环境出现的问题进行定位解决支持2. 根据产品手册，调试手册，知识库等，提供首次技术解决方案3、依据需要，收集问题相关的所有情报，并升级至产品二线技术支持4、观察和追踪升级后的技术问题，定期反馈实际进展给客户，并积极配合二线技术支持工作5、对于自己处理的技术问题完全负责并有条理的进行管理6、持续学习提高产品相关知识和技能，用以协助客户的首次技术解决方案岗位要求:1、Python熟练使用，C/C++/Java了解，对多线程有较深的理解.2、电子或计算机相关专业本科以上学历， IT相关领域工作经验至2年以上，目前从事技术支持中心相关工作者更佳3、具有IT和信息化方面的基本知识4、熟悉Linux平台。例如，Ubuntu，Centos，SUSE5、了解软件产品，有人工智能平台/智能图像等系统的应用调试经验更优6、热爱售后服务行业,具有良好的团队精神和工作热情，具有较强的沟通和协调能力7、渴望学些新技术，善于学习和分析解决问题，工作责任心强，具有用户服务思维8、能接受全国范围出差。"
Python 工程师,https://www.lagou.com/jobs/1314825.html,黄浦区,3k-6k,上海贞历网络科技有限公司,应届毕业生,本科,S级项目，微服务，大数据，前景好,"你是一个有想法，充满创新创意，踊跃学习，有创业精神的工程师吗？ 我们采用的是最新的分布式微服务+graphql框架，没有做过没关系，但是需要你有良好的基础和不断学习的心态我们的技术人员面试都需要当场答题和写代码。请你来之前做好准备。如果你基础不好，工作经验虚假，麻烦不要投简历（浪费的会是你的时间）谢谢。具备以下条件，欢迎加入我们的行列！！- 精通 Python 开发后台 - 精通 Web API 框，有Graphql经验尤佳架 - 熟悉 Django, Django Rest, Flask,或Tornado其一 - 熟悉 SQL语法操作，应用 MySQL等 RDBMS 资料库 - 熟悉 NoSQL 资料库 - 熟练 Linux （会写基本Shell Script）  - 熟悉 Docker尤佳- 熟悉 阿里云/ AWS尤佳 - 熟悉 微服务开发 尤佳 - 熟悉 大数据 尤佳 - 据伺服器 (linux, nginx) 或运动伺服器建设操作经验尤佳 - 拥有良好的团队沟通能力，愿意毫不保留的把自己最真实的想法说出话的人，熟悉如何与后台工程师沟通"
